id,full_name,first_name,last_name,is_active,person_id,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
77235,Rich Kelley,Rich,Kelley,0,77235.0,Rich Kelley,"Kelley, Rich",R. Kelley,rich-kelley,1953-03-23,Stanford,USA,Stanford/USA,"7,0",23.5,11.0,50,Center,Inactive,1610612762.0,Jazz,UTA,jazz,Utah,HISTADD_rich_kelley,1975.0,1985.0,N,Y,Y,1975.0,1,7,N
77236,Clark Kellogg,Clark,Kellogg,0,77236.0,Clark Kellogg,"Kellogg, Clark",C. Kellogg,clark-kellogg,1961-07-02,Ohio State,USA,Ohio State/USA,"6,7",22.5,5.0,33,Forward,Inactive,1610612754.0,Pacers,IND,pacers,Indiana,HISTADD_clark_kellogg,1982.0,1986.0,N,Y,Y,1982.0,1,8,N
77237,Gerard Kelly,Gerard,Kelly,0,77237.0,Gerard Kelly,"Kelly, Gerard",G. Kelly,gerard-kelly,1918-06-14,Marshall,USA,Marshall/USA,"6,2",17.2,2.0,Desconocido,Forward,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_jerry_kelly,1946.0,1947.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
203527,Ryan Kelly,Ryan,Kelly,0,203527.0,Ryan Kelly,"Kelly, Ryan",R. Kelly,ryan-kelly,1991-04-09,Duke,USA,Duke/USA,"6,11",23.0,5.0,30,Forward,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,ryan_kelly,2013.0,2016.0,Y,Y,Y,2013.0,2,48,N
77238,Tom Kelly,Tom,Kelly,0,77238.0,Tom Kelly,"Kelly, Tom",T. Kelly,tom-kelly,1924-03-05,New York University,USA,New York University/USA,"6,0",17.0,1.0,6,Guard,Inactive,1610612738.0,Celtics,BOS,celtics,Boston,HISTADD_tom_kelly,1948.0,1948.0,N,Y,Y,1948.0,Desconocido,Desconocido,N
77239,Greg Kelser,Greg,Kelser,0,77239.0,Greg Kelser,"Kelser, Greg",G. Kelser,greg-kelser,1957-09-17,Michigan State,USA,Michigan State/USA,"6,7",19.0,6.0,11,Forward,Inactive,1610612760.0,SuperSonics,SEA,thunder,Seattle,HISTADD_greg_kelser,1979.0,1984.0,N,Y,Y,1979.0,1,4,N
77240,Ben Kelso,Ben,Kelso,0,77240.0,Ben Kelso,"Kelso, Ben",B. Kelso,ben-kelso,1949-04-11,Central Michigan,USA,Central Michigan/USA,"6,3",19.5,1.0,5-30,Guard,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_ben_kelso,1973.0,1973.0,N,Y,Y,1973.0,8,129,N
431,Shawn Kemp,Shawn,Kemp,0,431.0,Shawn Kemp,"Kemp, Shawn",S. Kemp,shawn-kemp,1969-11-26,Concord HS (IN),USA,Concord HS (IN)/USA,"6,10",28.0,15.0,40,Forward,Inactive,1610612760.0,SuperSonics,SEA,thunder,Seattle,shawn_kemp,1989.0,2002.0,N,Y,Y,1989.0,1,17,N
1118,Tim Kempton,Tim,Kempton,0,1118.0,Tim Kempton,"Kempton, Tim",T. Kempton,tim-kempton,1964-01-25,Notre Dame,USA,Notre Dame/USA,"6,10",24.5,8.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,tim_kempton,1986.0,1997.0,N,Y,Y,1986.0,6,124,N
77242,Frank Kendrick,Frank,Kendrick,0,77242.0,Frank Kendrick,"Kendrick, Frank",F. Kendrick,frank-kendrick,1950-09-11,Purdue,USA,Purdue/USA,"6,6",19.8,1.0,34,Forward,Inactive,1610612744.0,Warriors,GOS,warriors,Golden State,HISTADD_frank_kendrick,1974.0,1974.0,N,Y,Y,1974.0,3,47,N
1628379,Luke Kennard,Luke,Kennard,1,1628379.0,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24,Duke,USA,Duke/USA,"6,5",20.6,6.0,10,Guard,Active,1610612763.0,Grizzlies,MEM,grizzlies,Memphis,luke_kennard,2017.0,2023.0,Y,Y,Y,2017.0,1,12,N
202810,D.J. Kennedy,D.J.,Kennedy,0,202810.0,D.J. Kennedy,"Kennedy, D.J.",D. Kennedy,dj-kennedy,1989-11-05,St. John's (NY),USA,St. John's (NY)/USA,"6,5",21.4,2.0,12,Guard-Forward,Inactive,1610612739.0,Cavaliers,CLE,cavaliers,Cleveland,d.j._kennedy,2011.0,2011.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
77243,Eugene Kennedy,Eugene,Kennedy,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77244,Joe Kennedy,Joe,Kennedy,0,77244.0,Joe Kennedy,"Kennedy, Joe",J. Kennedy,joe-kennedy,1947-01-12,Duke,USA,Duke/USA,"6,6",21.0,2.0,34,Forward,Inactive,1610612760.0,SuperSonics,SEA,thunder,Seattle,HISTADD_joe_kennedy,1968.0,1969.0,N,Y,Y,1968.0,10,122,N
77245,William Kennedy,William,Kennedy,0,77245.0,William Kennedy,"Kennedy, William",W. Kennedy,william-kennedy,1938-05-17,Temple,USA,Temple/USA,"5,11",18.0,1.0,34,Guard,Inactive,1610612744.0,Warriors,PHW,warriors,Philadelphia,HISTADD_pickles_kennedy,1960.0,1960.0,N,Y,Y,1960.0,2,15,N
77246,Larry Kenon,Larry,Kenon,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77247,Bill Kenville,Bill,Kenville,0,77247.0,Bill Kenville,"Kenville, Bill",B. Kenville,bill-kenville,1930-12-01,St. Bonaventure,USA,St. Bonaventure/USA,"6,2",18.7,6.0,10,Guard,Inactive,1610612755.0,Nationals,PHI,sixers,Syracuse,HISTADD_billy_kenville,1953.0,1959.0,N,Y,Y,1953.0,Desconocido,Desconocido,N
1801,Jonathan Kerner,Jonathan,Kerner,0,1801.0,Jonathan Kerner,"Kerner, Jonathan",J. Kerner,jonathan-kerner,1974-06-06,East Carolina,USA,East Carolina/USA,"6,11",24.5,2.0,44,Center,Inactive,1610612753.0,Magic,ORL,magic,Orlando,jonathan_kerner,1998.0,2002.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77248,Johnny Kerr,Johnny,Kerr,0,77248.0,Johnny Kerr,"Kerr, Johnny",J. Kerr,johnny-kerr,1932-08-17,Illinois,USA,Illinois/USA,"6,9",23.0,12.0,43,Center,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,HISTADD_johnny_kerr,1954.0,1965.0,N,Y,Y,1954.0,1,6,N
70,Steve Kerr,Steve,Kerr,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77249,Jack Kerris,Jack,Kerris,0,77249.0,Jack Kerris,"Kerris, Jack",J. Kerris,jack-kerris,1925-01-30,Loyola-Chicago,USA,Loyola-Chicago/USA,"6,6",21.5,4.0,Desconocido,Forward,Inactive,1610612765.0,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jack_kerris,1949.0,1952.0,N,Y,Y,1949.0,1,9,N
760,Jerome Kersey,Jerome,Kersey,0,760.0,Jerome Kersey,"Kersey, Jerome",J. Kersey,jerome-kersey,1962-06-26,Longwood,USA,Longwood/USA,,21.0,17.0,Desconocido,Desconocido,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,jerome_kersey,1984.0,2000.0,N,Y,Y,1984.0,2,46,N
77251,Alec Kessler,Alec,Kessler,0,77251.0,Alec Kessler,"Kessler, Alec",A. Kessler,alec-kessler,1967-01-13,Georgia,USA,Georgia/USA,"6,11",23.0,4.0,33,Forward,Inactive,1610612748.0,Heat,MIA,heat,Miami,HISTADD_alec_kessler,1990.0,1993.0,N,Y,Y,1990.0,1,12,N
1631117,Walker Kessler,Walker,Kessler,1,1631117.0,Walker Kessler,"Kessler, Walker",W. Kessler,walker-kessler,2001-07-26,Auburn,USA,Auburn/USA,"7,0",24.5,1.0,24,Center,Active,1610612762.0,Jazz,UTA,jazz,Utah,walker_kessler,2022.0,2023.0,N,Y,Y,2022.0,1,22,N
1930,Lari Ketner,Lari,Ketner,0,1930.0,Lari Ketner,"Ketner, Lari",L. Ketner,lari-ketner,1977-02-01,Massachusetts,USA,Massachusetts/USA,,21.0,2.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,lari_ketner,1999.0,2000.0,N,Y,Y,1999.0,2,49,N
1630296,Braxton Key,Braxton,Key,1,1630296.0,Braxton Key,"Key, Braxton",B. Key,braxton-key,1997-02-14,Virginia,USA,Virginia/USA,"6,8",22.5,2.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,braxton_key,2021.0,2022.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
705,Randolph Keys,Randolph,Keys,0,705.0,Randolph Keys,"Keys, Randolph",R. Keys,randolph-keys,1966-04-19,Southern Mississippi,USA,Southern Mississippi/USA,"6,7",21.0,5.0,31,Forward,Inactive,1610612739.0,Cavaliers,CLE,cavaliers,Cleveland,randolph_keys,1988.0,1995.0,N,Y,Y,1988.0,1,22,N
2751,Viktor Khryapa,Viktor,Khryapa,0,2751.0,Viktor Khryapa,"Khryapa, Viktor",V. Khryapa,viktor-khryapa,1982-08-03,CSKA Moscow,Russia,CSKA Moscow/Russia,,21.0,4.0,Desconocido,Desconocido,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,viktor_khryapa,2004.0,2008.0,N,Y,Y,2004.0,1,22,N
467,Jason Kidd,Jason,Kidd,0,467.0,Jason Kidd,"Kidd, Jason",J. Kidd,jason-kidd,1973-03-23,California,USA,California/USA,"6,4",21.0,19.0,5,Guard,Inactive,1610612751.0,Nets,NJN,nets,New Jersey,jason_kidd,1994.0,2012.0,N,Y,Y,1994.0,1,2,Y
1629742,Stanton Kidd,Stanton,Kidd,0,1629742.0,Stanton Kidd,"Kidd, Stanton",S. Kidd,stanton-kidd,1992-03-18,Colorado State,USA,Colorado State/USA,"6,6",21.6,1.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,stanton_kidd,2019.0,2019.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77254,Warren Kidd,Warren,Kidd,0,77254.0,Warren Kidd,"Kidd, Warren",W. Kidd,warren-kidd,1970-09-09,Middle Tennessee State,USA,Middle Tennessee State/USA,"6,9",23.5,1.0,43,Forward,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,HISTADD_warren_kidd,1993.0,1993.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
203077,Michael Kidd-Gilchrist,Michael,Kidd-Gilchrist,0,203077.0,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,michael-kidd-gilchrist,1993-09-26,Kentucky,USA,Kentucky/USA,"6,6",23.2,9.0,9,Forward,Inactive,1610612766.0,Hornets,CHA,hornets,Charlotte,michael_kidd-gilchrist,2012.0,2019.0,N,Y,Y,2012.0,1,2,N
77255,Irv Kiffin,Irv,Kiffin,0,77255.0,Irv Kiffin,"Kiffin, Irv",I. Kiffin,irv-kiffin,1951-08-08,Oklahoma Baptist,USA,Oklahoma Baptist/USA,"6,9",22.5,1.0,21,Forward,Inactive,1610612759.0,Spurs,SAS,spurs,San Antonio,HISTADD_irvin_kiffin,1979.0,1979.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77256,Jack Kiley,Jack,Kiley,0,77256.0,Jack Kiley,"Kiley, Jack",J. Kiley,jack-kiley,1929-01-05,Syracuse,USA,Syracuse/USA,"6,1",17.0,2.0,10,Guard,Inactive,1610612765.0,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_jack_kiley,1951.0,1952.0,N,Y,Y,1951.0,2,13,N
77257,Ernie Killum,Ernie,Killum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77258,Carl Kilpatrick,Carl,Kilpatrick,0,77258.0,Carl Kilpatrick,"Kilpatrick, Carl",C. Kilpatrick,carl-kilpatrick,1956-05-16,Louisiana-Monroe,USA,Louisiana-Monroe/USA,"6,10",23.0,1.0,51,Center,Inactive,1610612762.0,Jazz,UTA,jazz,Utah,HISTADD_carl_kilpatrick,1979.0,1979.0,N,Y,Y,1978.0,8,158,N
203930,Sean Kilpatrick,Sean,Kilpatrick,0,203930.0,Sean Kilpatrick,"Kilpatrick, Sean",S. Kilpatrick,sean-kilpatrick,1990-01-06,Cincinnati,USA,Cincinnati/USA,"6,4",21.2,4.0,0,Guard,Inactive,1610612751.0,Nets,BKN,nets,Brooklyn,sean_kilpatrick,2014.0,2017.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
77259,Toby Kimball,Toby,Kimball,0,77259.0,Toby Kimball,"Kimball, Toby",T. Kimball,toby-kimball,1942-09-07,Connecticut,USA,Connecticut/USA,"6,6",22.0,9.0,7,Forward,Inactive,1610612745.0,Rockets,SDR,rockets,San Diego,HISTADD_toby_kimball,1966.0,1974.0,N,Y,Y,1965.0,3,26,N
77260,Bo Kimble,Bo,Kimble,0,77260.0,Bo Kimble,"Kimble, Bo",B. Kimble,bo-kimble,1966-04-09,Loyola-Marymount,USA,Loyola-Marymount/USA,"6,4",19.0,3.0,16,Guard,Inactive,1610612746.0,Clippers,LAC,clippers,Los Angeles,HISTADD_bo_kimble,1990.0,1992.0,N,Y,Y,1990.0,1,8,N
77261,Stan Kimbrough,Stan,Kimbrough,0,77261.0,Stan Kimbrough,"Kimbrough, Stan",S. Kimbrough,stan-kimbrough,1966-04-24,Xavier,USA,Xavier/USA,"5,11",15.3,2.0,21,Forward,Inactive,1610612765.0,Pistons,DET,pistons,Detroit,HISTADD_stan_kimbrough,1989.0,1992.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77262,Chad Kinch,Chad,Kinch,0,77262.0,Chad Kinch,"Kinch, Chad",C. Kinch,chad-kinch,1958-05-22,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,"6,4",19.0,1.0,21,Guard,Inactive,1610612739.0,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_chad_kinch,1980.0,1980.0,N,Y,Y,1980.0,1,22,N
77263,Albert King,Albert,King,0,77263.0,Albert King,"King, Albert",A. King,albert-king,1959-12-17,Maryland,USA,Maryland/USA,"6,6",19.0,9.0,15,Forward,Inactive,1610612751.0,Nets,NJN,nets,New Jersey,HISTADD_albert_king,1981.0,1991.0,N,Y,Y,1981.0,1,10,N
77264,Bernard King,Bernard,King,0,77264.0,Bernard King,"King, Bernard",B. King,bernard-king,1956-12-04,Tennessee,USA,Tennessee/USA,"6,7",20.5,14.0,30,Forward,Inactive,1610612764.0,Bullets,WAS,wizards,Washington,HISTADD_bernard_king,1977.0,1992.0,N,Y,Y,1977.0,1,7,N
12,Chris King,Chris,King,0,12.0,Chris King,"King, Chris",C. King,chris-king,1969-07-24,Wake Forest,USA,Wake Forest/USA,"6,8",21.5,3.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,chris_king,1993.0,1998.0,N,Y,Y,1992.0,2,45,N
77266,Dan King,Dan,King,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Frankie King,Frankie,King,0,701.0,Frankie King,"King, Frankie",F. King,frankie-king,1972-06-06,Western Carolina,USA,Western Carolina/USA,"6,1",18.5,2.0,20,Guard,Inactive,1610612755.0,76ers,PHI,sixers,Philadelphia,frankie_king,1995.0,1996.0,N,Y,Y,1995.0,2,37,N
77268,George King,George,King,0,77268.0,George King,"King, George",G. King,george-king,1928-08-16,University of Charleston,USA,University of Charleston/USA,"6,0",17.5,6.0,15,Guard,Inactive,1610612755.0,Nationals,PHI,sixers,Syracuse,HISTADD_george_king,1951.0,1957.0,N,Y,Y,1950.0,8,Desconocido,N
77268,George King,George,King,0,1628994.0,George King,"King, George",G. King,george-king,1994-01-15,Colorado,USA,Colorado Boulder/USA,"6,6",22.0,2.0,Desconocido,Forward-Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,george_king,2018.0,2021.0,Y,Y,Y,2018.0,2,59,N
1628994,George King,George,King,0,77268.0,George King,"King, George",G. King,george-king,1928-08-16,University of Charleston,USA,University of Charleston/USA,"6,0",17.5,6.0,15,Guard,Inactive,1610612755.0,Nationals,PHI,sixers,Syracuse,HISTADD_george_king,1951.0,1957.0,N,Y,Y,1950.0,8,Desconocido,N
1628994,George King,George,King,0,1628994.0,George King,"King, George",G. King,george-king,1994-01-15,Colorado,USA,Colorado Boulder/USA,"6,6",22.0,2.0,Desconocido,Forward-Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,george_king,2018.0,2021.0,Y,Y,Y,2018.0,2,59,N
1562,Gerard King,Gerard,King,0,1562.0,Gerard King,"King, Gerard",G. King,gerard-king,1972-11-25,Nicholls State,USA,Nicholls State/USA,,21.0,3.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,gerard_king,1998.0,2000.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77270,Jim King,Jim,King,0,77270.0,Jim King,"King, Jim",J. King,jim-king,1941-02-07,Tulsa,USA,Tulsa/USA,"6,2",17.5,10.0,21,Guard,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,HISTADD_country_king,1963.0,1972.0,N,Y,Y,1963.0,2,13,N
728,Jimmy King,Jimmy,King,0,728.0,Jimmy King,"King, Jimmy",J. King,jimmy-king,1973-08-09,Michigan,USA,Michigan/USA,"6,5",21.0,2.0,13,Guard,Inactive,1610612761.0,Raptors,TOR,raptors,Toronto,jimmy_king,1995.0,1996.0,N,Y,Y,1995.0,2,35,N
1629663,Louis King,Louis,King,0,1629663.0,Louis King,"King, Louis",L. King,louis-king,1999-04-06,Oregon,USA,Oregon/USA,"6,7",20.5,4.0,23,Forward,Active,1610612755.0,76ers,PHI,sixers,Philadelphia,louis_king,2019.0,2023.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
77272,Maury King,Maury,King,0,77272.0,Maury King,"King, Maury",M. King,maury-king,1935-03-12,Kansas,USA,Kansas/USA,"6,2",19.5,2.0,22,Guard,Inactive,1610612764.0,Zephyrs,CHZ,wizards,Chicago,HISTADD_maury_king,1959.0,1962.0,N,Y,Y,1957.0,6,48,N
77273,Reggie King,Reggie,King,0,77273.0,Reggie King,"King, Reggie",R. King,reggie-king,1957-02-14,Alabama,USA,Alabama/USA,"6,6",22.5,6.0,51,Forward,Inactive,1610612758.0,Kings,KCK,kings,Kansas City,HISTADD_reggie_king,1979.0,1984.0,N,Y,Y,1979.0,1,18,N
1101,Rich King,Rich,King,0,1101.0,Rich King,"King, Rich",R. King,rich-king,1969-04-04,Nebraska,USA,Nebraska/USA,"7,2",26.0,4.0,45,Center,Inactive,1610612760.0,SuperSonics,SEA,thunder,Seattle,rich_king,1991.0,1994.0,N,Y,Y,1991.0,1,14,N
351,Stacey King,Stacey,King,0,351.0,Stacey King,"King, Stacey",S. King,stacey-king,1967-01-29,Oklahoma,USA,Oklahoma/USA,"6,11",25.0,8.0,33,Forward-Center,Inactive,1610612741.0,Bulls,CHI,bulls,Chicago,stacey_king,1989.0,1996.0,N,Y,Y,1989.0,1,6,N
77276,Tom King,Tom,King,0,77276.0,Tom King,"King, Tom",T. King,tom-king,1924-03-09,Michigan,USA,Michigan/USA,"6,0",16.5,1.0,Desconocido,Guard,Inactive,1610610028.0,Falcons,DEF,falcons,Detroit,HISTADD_tom_king,1946.0,1946.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77277,Bob Kinney,Bob,Kinney,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200814,Tarence Kinsey,Tarence,Kinsey,0,200814.0,Tarence Kinsey,"Kinsey, Tarence",T. Kinsey,tarence-kinsey,1984-03-21,South Carolina,USA,South Carolina/USA,"6,6",18.9,4.0,8,Guard,Inactive,1610612763.0,Grizzlies,MEM,grizzlies,Memphis,tarence_kinsey,2006.0,2008.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
1905,Andrei Kirilenko,Andrei,Kirilenko,0,1905.0,Andrei Kirilenko,"Kirilenko, Andrei",A. Kirilenko,andrei-kirilenko,1981-02-18,CSKA Moscow,Russia,CSKA Moscow/Russia,"6,9",23.5,13.0,Desconocido,Forward,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,andrei_kirilenko,2001.0,2014.0,N,Y,Y,1999.0,1,24,N
203945,Alex Kirk,Alex,Kirk,0,203945.0,Alex Kirk,"Kirk, Alex",A. Kirk,alex-kirk,1991-11-14,New Mexico,USA,New Mexico/USA,"7,0",24.5,1.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,alex_kirk,2014.0,2014.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
77278,Walt Kirk,Walt,Kirk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631452,Noah Kirkwood,Noah,Kirkwood,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630557,Corey Kispert,Corey,Kispert,1,1630557.0,Corey Kispert,"Kispert, Corey",C. Kispert,corey-kispert,1999-03-03,Gonzaga,USA,Gonzaga/USA,"6,6",22.4,2.0,24,Forward,Active,1610612764.0,Wizards,WAS,wizards,Washington,corey_kispert,2021.0,2023.0,N,Y,Y,2021.0,1,15,N
77279,Doug Kistler,Doug,Kistler,0,77279.0,Doug Kistler,"Kistler, Doug",D. Kistler,doug-kistler,1938-03-21,Duke,USA,Duke/USA,"6,9",21.0,1.0,5,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_doug_kistler,1961.0,1961.0,N,Y,Y,1961.0,3,26,N
77280,Curtis Kitchen,Curtis,Kitchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Greg Kite,Greg,Kite,0,1123.0,Greg Kite,"Kite, Greg",G. Kite,greg-kite,1961-08-05,Brigham Young,USA,Brigham Young/USA,"6,11",25.0,12.0,54,Center,Inactive,1610612753.0,Magic,ORL,magic,Orlando,greg_kite,1983.0,1994.0,N,Y,Y,1983.0,1,21,N
954,Kerry Kittles,Kerry,Kittles,0,954.0,Kerry Kittles,"Kittles, Kerry",K. Kittles,kerry-kittles,1974-06-12,Villanova,USA,Villanova/USA,"6,5",18.5,9.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,kerry_kittles,1996.0,2004.0,N,Y,Y,1996.0,1,8,N
1628467,Maxi Kleber,Maxi,Kleber,1,1628467.0,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29,Bayern Munich,Germany,Bayern Munich/Germany,"6,10",24.0,6.0,42,Forward,Active,1610612742.0,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017.0,2023.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
170,Joe Kleine,Joe,Kleine,0,170.0,Joe Kleine,"Kleine, Joe",J. Kleine,joe-kleine,1962-01-04,Arkansas,USA,Arkansas/USA,"6,11",25.5,15.0,Desconocido,Center,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,joe_kleine,1985.0,1999.0,N,Y,Y,1985.0,1,6,N
101132,Linas Kleiza,Linas,Kleiza,0,101132.0,Linas Kleiza,"Kleiza, Linas",L. Kleiza,linas-kleiza,1985-01-03,Missouri,Lithuania,Missouri/Lithuania,"6,8",23.4,8.0,11,Forward,Inactive,1610612743.0,Nuggets,DEN,nuggets,Denver,linas_kleiza,2005.0,2012.0,N,Y,Y,2005.0,1,27,N
77283,Leo Klier,Leo,Klier,0,77283.0,Leo Klier,"Klier, Leo",L. Klier,leo-klier,1923-05-21,Notre Dame,USA,Notre Dame/USA,"6,2",17.0,2.0,7,Guard,Inactive,1610612765.0,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_crystal_klier,1948.0,1949.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77284,Herm Klotz,Herm,Klotz,0,77284.0,Herm Klotz,"Klotz, Herm",H. Klotz,herm-klotz,1921-10-21,Villanova,USA,Villanova/USA,"5,7",15.0,1.0,Desconocido,Guard,Inactive,1610610024.0,Bullets,BAL,bullets,Baltimore,HISTADD_red_klotz,1947.0,1947.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
77285,Duane Klueh,Duane,Klueh,0,77285.0,Duane Klueh,"Klueh, Duane",D. Klueh,duane-klueh,1926-01-06,Indiana State,USA,Indiana State/USA,"6,3",17.5,2.0,6,Guard,Inactive,1610612765.0,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_duane_klueh,1949.0,1950.0,N,Y,Y,1949.0,8,Desconocido,N
77290,Billy Knight,Billy,Knight,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77287,Bob Knight,Bob,Knight,0,77287.0,Bob Knight,"Knight, Bob",B. Knight,bob-knight,1905-04-14,Weaver HS (CT),USA,Weaver HS (CT)/USA,"6,2",18.5,1.0,3,Guard-Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_bob_knight,1954.0,1954.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
2688,Brandin Knight,Brandin,Knight,0,2688.0,Brandin Knight,"Knight, Brandin",B. Knight,brandin-knight,1981-12-16,Pittsburgh,USA,Pittsburgh/USA,"6,0",18.0,1.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,brandin_knight,2004.0,2004.0,Y,Y,Y,1988.0,Undrafted,Undrafted,N
202688,Brandon Knight,Brandon,Knight,0,202688.0,Brandon Knight,"Knight, Brandon",B. Knight,brandon-knight,1991-12-02,Kentucky,USA,Kentucky/USA,"6,2",18.2,9.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,brandon_knight,2011.0,2021.0,Y,Y,Y,2011.0,1,8,N
1510,Brevin Knight,Brevin,Knight,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630233,Nathan Knight,Nathan,Knight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Negele Knight,Negele,Knight,0,1861.0,Negele Knight,"Knight, Negele",N. Knight,negele-knight,1967-03-03,Dayton,USA,Dayton/USA,"6,1",17.5,6.0,Desconocido,Guard,Inactive,0.0,Desconocido,Desconocido,Desconocido,Desconocido,negele_knight,1990.0,1998.0,N,Y,Y,1990.0,2,31,N
77288,Ron Knight,Ron,Knight,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77289,Toby Knight,Toby,Knight,0,77289.0,Toby Knight,"Knight, Toby",T. Knight,toby-knight,1955-05-03,Notre Dame,USA,Notre Dame/USA,"6,9",21.0,4.0,43,Forward,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_toby_knight,1977.0,1981.0,N,Y,Y,1977.0,2,32,N
969,Travis Knight,Travis,Knight,0,969.0,Travis Knight,"Knight, Travis",T. Knight,travis-knight,1974-09-13,Connecticut,USA,Connecticut/USA,"7,0",23.5,8.0,44,Center,Inactive,1610612747.0,Lakers,LAL,lakers,Los Angeles,travis_knight,1996.0,2002.0,N,Y,Y,1996.0,1,29,N
77291,Lee Knorek,Lee,Knorek,0,77291.0,Lee Knorek,"Knorek, Lee",L. Knorek,lee-knorek,1921-07-15,Detroit,USA,Detroit/USA,"6,7",21.5,4.0,Desconocido,Center,Inactive,1610612752.0,Knicks,NYK,knicks,New York,HISTADD_lee_knorek,1946.0,1949.0,N,Y,Y,1988.0,Undrafted,Undrafted,N
