full_name,first_name,last_name,is_active,person_id,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,team_id,team_name,team_abbreviation,team_city,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag
Tyler Honeycutt,Tyler,Honeycutt,0,202715,1990-07-15,UCLA,USA,UCLA/USA,"6,8",18.8,2,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2011,2012,Y,Y,Y,2011,2,35,N
Derek Hood,Derek,Hood,0,1967,1976-12-22,Arkansas,USA,Arkansas/USA,"6,8",22.2,2,55,Forward,Inactive,1610612766,Hornets,CHH,Charlotte,1999,2002,N,Y,Y,1988,Undrafted,Undrafted,N
Rodney Hood,Rodney,Hood,0,203918,1992-10-20,Duke,USA,Duke/USA,"6,8",20.8,9,22,Guard-Forward,Inactive,1610612746,Clippers,LAC,LA,2014,2021,N,Y,Y,2014,1,23,N
Tom Hoover,Tom,Hoover,0,77051,1941-01-23,Villanova,USA,Villanova/USA,"6,9",23.0,3,12,Center,Inactive,1610612752,Knicks,NYK,New York,1963,1966,N,Y,Y,1963,1,6,N
Bob Hopkins,Bob,Hopkins,0,77052,1934-11-03,Grambling,USA,Grambling/USA,"6,8",20.5,4,9,Center,Inactive,1610612755,Nationals,PHI,Syracuse,1956,1959,N,Y,Y,1956,10,75,N
Dave Hoppen,Dave,Hoppen,0,77053,1964-03-13,Nebraska,USA,Nebraska/USA,"6,11",23.5,6,42,Center,Inactive,1610612766,Hornets,CHH,Charlotte,1987,1992,N,Y,Y,1986,3,65,N
Dennis Hopson,Dennis,Hopson,0,77054,1965-04-22,Ohio State,USA,Ohio State/USA,"6,5",20.0,5,20,Forward,Inactive,1610612751,Nets,NJN,New Jersey,1987,1991,N,Y,Y,1987,1,3,N
Scotty Hopson,Scotty,Hopson,0,203816,1989-08-08,Tennessee,USA,Tennessee/USA,"6,7",20.4,4,Desconocido,Guard-Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2013,2021,Y,Y,Y,2011,0,0,N
Johnny Horan,Johnny,Horan,0,77055,1932-11-24,Dayton,USA,Dayton/USA,"6,8",19.0,1,Desconocido,Forward,Inactive,1610612747,Lakers,MNL,Minneapolis,1955,1955,N,Y,Y,1955,1,6,N
Cedrick Hordges,Cedrick,Hordges,0,77056,1957-01-08,South Carolina,USA,South Carolina/USA,"6,8",22.0,2,34,Center,Inactive,1610612743,Nuggets,DEN,Denver,1980,1981,N,Y,Y,1979,3,49,N
Al Horford,Al,Horford,1,201143,1986-06-03,Florida,Dominican Republic,Florida/Dominican Republic,"6,9",24.0,16,42,Center-Forward,Active,1610612738,Celtics,BOS,Boston,2007,2023,N,Y,Y,2007,1,3,N
Tito Horford,Tito,Horford,0,77057,1966-01-19,Miami,USA,Miami/USA,"7,1",24.5,3,42,Center,Inactive,1610612749,Bucks,MIL,Milwaukee,1988,1993,N,Y,Y,1988,2,39,N
Dennis Horner,Dennis,Horner,0,202862,1988-02-05,North Carolina State,USA,North Carolina State/USA,"6,9",23.0,1,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2011,2011,Y,Y,Y,1988,Undrafted,Undrafted,N
Robert Horry,Robert,Horry,0,109,1970-08-25,Alabama,USA,Alabama/USA,"6,10",24.0,17,25,Forward-Center,Inactive,1610612747,Lakers,LAL,Los Angeles,1992,2007,N,Y,Y,1992,1,11,N
Ed Horton,Ed,Horton,0,77060,1967-12-17,Iowa,USA,Iowa/USA,"6,8",23.0,1,32,Center,Inactive,1610612764,Bullets,WAS,Washington,1989,1989,N,Y,Y,1989,2,39,N
Talen Horton-Tucker,Talen,Horton-Tucker,1,1629659,2000-11-25,Iowa State,USA,Iowa State/USA,"6,4",23.4,4,0,Guard,Active,1610612762,Jazz,UTA,Utah,2019,2023,Y,Y,Y,2019,2,46,N
Wilmer Hosket,Wilmer,Hosket,0,77061,1946-12-20,Ohio State,USA,Ohio State/USA,"6,7",22.5,4,25,Forward,Inactive,1610612752,Knicks,NYK,New York,1968,1971,N,Y,Y,1968,1,10,N
Eddie House,Eddie,House,0,2067,1978-05-14,Arizona State,USA,Arizona State/USA,"6,1",19.0,12,55,Guard,Inactive,1610612748,Heat,MIA,Miami,2000,2010,N,Y,Y,2000,2,37,N
Danuel House Jr.,Danuel,House Jr.,1,1627863,1993-06-07,Texas A&M,USA,Texas A&M/USA,"6,6",22.0,7,25,Forward-Guard,Active,1610612755,76ers,PHI,Philadelphia,2016,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Caleb Houstan,Caleb,Houstan,1,1631216,2003-01-09,Michigan,Canada,Michigan/Canada,"6,8",20.5,1,2,Guard,Active,1610612753,Magic,ORL,Orlando,2022,2023,Y,Y,Y,2022,2,32,N
Allan Houston,Allan,Houston,0,275,1971-04-20,Tennessee,USA,Tennessee/USA,"6,6",20.5,13,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1993,2004,N,Y,Y,1993,1,11,N
Byron Houston,Byron,Houston,0,780,1969-11-22,Oklahoma State,USA,Oklahoma State/USA,"6,5",25.0,4,35,Forward,Inactive,1610612744,Warriors,GOS,Golden State,1992,1995,N,Y,Y,1992,1,27,N
Tom Hovasse,Tom,Hovasse,0,77064,1967-01-31,Penn State,USA,Penn State/USA,"6,8",20.5,1,17,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,1994,1994,N,Y,Y,1988,Undrafted,Undrafted,N
Brian Howard,Brian,Howard,0,77065,1967-10-19,North Carolina State,USA,North Carolina State/USA,"6,6",20.4,2,41,Forward,Inactive,1610612742,Mavericks,DAL,Dallas,1991,1992,N,Y,Y,1988,Undrafted,Undrafted,N
Dwight Howard,Dwight,Howard,0,2730,1985-12-08,                                   ,USA,SW Atlanta Christian Academy (GA)/USA,"6,10",26.5,19,39,Center-Forward,Inactive,1610612747,Lakers,LAL,Los Angeles,2004,2021,N,Y,Y,2004,1,1,N
Greg Howard,Greg,Howard,0,77066,1948-01-08,New Mexico,USA,New Mexico/USA,"6,9",21.5,2,40,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,1970,1971,N,Y,Y,1970,1,10,N
Josh Howard,Josh,Howard,0,2572,1980-04-28,Wake Forest,USA,Wake Forest/USA,"6,7",21.0,10,Desconocido,Forward-Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2003,2012,Y,Y,Y,2003,1,29,N
Juwan Howard,Juwan,Howard,0,436,1973-02-07,Michigan,USA,Michigan/USA,"6,9",25.0,20,5,Forward,Inactive,1610612764,Wizards,WAS,Washington,1994,2012,N,Y,Y,1994,1,5,N
Markus Howard,Markus,Howard,0,1630210,1999-03-03,Marquette,USA,Marquette/USA,"5,10",17.5,3,00,Guard,Inactive,1610612743,Nuggets,DEN,Denver,2020,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Mo Howard,Mo,Howard,0,77067,1954-08-24,Maryland,USA,Maryland/USA,"6,2",17.0,1,14,Guard,Inactive,1610612762,Jazz,UTA,New Orleans,1976,1976,N,Y,Y,1976,2,32,N
Otis Howard,Otis,Howard,0,77069,1956-11-05,Austin Peay,USA,Austin Peay/USA,"6,7",22.0,1,32,Forward,Inactive,1610612765,Pistons,DET,Detroit,1978,1978,N,Y,Y,1978,4,80,N
Stephen Howard,Stephen,Howard,0,1128,1970-07-15,DePaul,USA,DePaul/USA,"6,9",22.5,4,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1992,1997,N,Y,Y,1988,Undrafted,Undrafted,N
William Howard,William,Howard,0,1629739,1993-10-25,Limoges,France,Limoges/France,"6,8",20.7,2,52,Forward-Guard,Inactive,1610612745,Rockets,HOU,Houston,2019,2019,Y,Y,Y,1988,Undrafted,Undrafted,N
Bailey Howell,Bailey,Howell,0,77070,1937-01-20,Mississippi State,USA,Mississippi State/USA,"6,7",21.0,12,16,Forward,Inactive,1610612765,Pistons,DET,Detroit,1959,1970,N,Y,Y,1959,1,2,N
Bob Hubbard,Bob,Hubbard,0,77072,1922-12-27,Springfield,USA,Springfield/USA,"6,6",21.5,2,Desconocido,Center,Inactive,1610610032,Steamrollers,PRO,Providence,1947,1948,N,Y,Y,1947,Desconocido,Desconocido,N
Phil Hubbard,Phil,Hubbard,0,77071,1956-12-13,Michigan,USA,Michigan/USA,"6,8",21.5,10,35,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,1979,1988,N,Y,Y,1979,1,15,N
Lester Hudson,Lester,Hudson,0,201991,1984-08-07,Tennessee-Martin,USA,Tennessee-Martin/USA,"6,3",19.0,5,14,Guard,Inactive,1610612738,Celtics,BOS,Boston,2009,2014,Y,Y,Y,2009,2,58,N
Lou Hudson,Lou,Hudson,0,77074,1944-07-11,Minnesota,USA,Minnesota/USA,"6,5",21.0,13,23,Forward,Inactive,1610612737,Hawks,ATL,Atlanta,1966,1978,N,Y,Y,1966,1,4,N
Troy Hudson,Troy,Hudson,0,1607,1976-03-13,Southern Illinois,USA,Southern Illinois/USA,"6,1",17.8,11,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1997,2007,Y,Y,Y,1988,Undrafted,Undrafted,N
Marcelo Huertas,Marcelo,Huertas,0,1626273,1983-05-25,FC Barcelona,Brazil,FC Barcelona/Brazil,"6,3",20.0,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2015,2016,N,Y,Y,1988,Undrafted,Undrafted,N
Josh Huestis,Josh,Huestis,0,203962,1991-12-19,Stanford,USA,Stanford/USA,"6,7",23.0,4,34,Guard,Inactive,1610612760,Thunder,OKC,Oklahoma City,2015,2017,Y,Y,Y,2014,1,29,N
Jay Huff,Jay,Huff,1,1630643,1997-08-25,Virginia,USA,Virginia/USA,"7,1",24.0,2,34,Center,Active,1610612764,Wizards,WAS,Washington,2021,2023,Y,Y,Y,1988,Undrafted,Undrafted,N
Nate Huffman,Nate,Huffman,0,1572,1975-04-02,Central Michigan,USA,Central Michigan/USA,"7,1",24.5,1,7,Center,Inactive,1610612761,Raptors,TOR,Toronto,2002,2002,N,Y,Y,1988,Undrafted,Undrafted,N
Alfredrick Hughes,Alfredrick,Hughes,0,77076,1962-07-19,Loyola-Chicago,USA,Loyola-Chicago/USA,"6,5",21.5,1,6,Forward,Inactive,1610612759,Spurs,SAS,San Antonio,1985,1985,N,Y,Y,1985,1,14,N
Eddie Hughes,Eddie,Hughes,0,77077,1960-05-26,Colorado State,USA,Colorado State/USA,"5,10",16.5,3,1,Guard,Inactive,1610612743,Nuggets,DEN,Denver,1987,1989,N,Y,Y,1982,7,140,N
Kim Hughes,Kim,Hughes,0,77078,1952-06-04,Wisconsin,USA,Wisconsin/USA,"6,11",22.0,5,3-12-44,Center,Inactive,1610612743,Nuggets,DEN,Denver,1976,1980,N,Y,Y,1974,3,45,N
Larry Hughes,Larry,Hughes,0,1716,1979-01-23,St. Louis,USA,St. Louis/USA,"6,5",18.5,13,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1998,2011,N,Y,Y,1998,1,8,N
Rick Hughes,Rick,Hughes,0,1965,1973-08-22,Thomas More,USA,Thomas More/USA,"6,9",23.5,1,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1999,1999,N,Y,Y,1988,Undrafted,Undrafted,N
Robbie Hummel,Robbie,Hummel,0,203133,1989-03-08,Purdue,USA,Purdue/USA,"6,9",21.9,3,4,Forward,Inactive,1610612750,Timberwolves,MIN,Minnesota,2013,2014,N,Y,Y,2012,2,58,N
Ryan Humphrey,Ryan,Humphrey,0,2415,1979-07-24,Notre Dame,USA,Notre Dame/USA,"6,8",23.5,4,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2002,2004,Y,Y,Y,2002,1,19,N
Isaac Humphries,Isaac,Humphries,0,1629353,1998-01-05,Kentucky,Australia,Kentucky/Australia,"7,0",26.0,2,8,Center,Inactive,1610612737,Hawks,ATL,Atlanta,2018,2018,Y,Y,Y,2017,Desconocido,Desconocido,N
Jay Humphries,Jay,Humphries,0,77081,1962-10-17,Colorado,USA,Colorado/USA,"6,3",18.5,11,5,Guard,Inactive,1610612749,Bucks,MIL,Milwaukee,1984,1994,N,Y,Y,1984,1,13,N
Kris Humphries,Kris,Humphries,0,2743,1985-02-06,Minnesota,USA,Minnesota/USA,"6,9",23.5,14,43,Forward,Inactive,1610612751,Nets,BKN,Brooklyn,2004,2016,N,Y,Y,2004,1,14,N
Rod Hundley,Rod,Hundley,0,77082,1934-10-26,West Virginia,USA,West Virginia/USA,"6,4",18.5,6,33,Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,1957,1962,N,Y,Y,1957,1,1,N
Feron Hunt,Feron,Hunt,1,1630624,1999-07-05,Southern Methodist,USA,Southern Methodist/USA,"6,8",19.5,2,11,Forward,Inactive,1610612752,Knicks,NYK,New York,2021,2021,Y,Y,Y,1988,Undrafted,Undrafted,N
Cedric Hunter,Cedric,Hunter,0,77083,1965-01-16,Kansas,USA,Kansas/USA,"6,0",18.0,1,15,Forward,Inactive,1610612766,Hornets,CHH,Charlotte,1991,1991,N,Y,Y,1988,Undrafted,Undrafted,N
Chris Hunter,Chris,Hunter,0,201805,1984-07-09,Michigan,USA,Michigan/USA,"6,11",24.0,3,31,Center-Forward,Inactive,1610612744,Warriors,GSW,Golden State,2008,2009,Y,Y,Y,1988,Undrafted,Undrafted,N
De'Andre Hunter,De'Andre,Hunter,1,1629631,1997-12-02,Virginia,USA,Virginia/USA,"6,8",22.1,4,12,Forward-Guard,Active,1610612737,Hawks,ATL,Atlanta,2019,2023,N,Y,Y,2019,1,4,N
Les Hunter,Les,Hunter,0,77084,1942-08-16,Loyola-Chicago,USA,Loyola-Chicago/USA,"6,7",21.0,1,41,Forward,Inactive,1610612764,Bullets,BLT,Baltimore,1964,1964,N,Y,Y,1964,2,9,N
Lindsey Hunter,Lindsey,Hunter,0,283,1970-12-03,Jackson State,USA,Jackson State/USA,"6,2",19.5,17,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,1993,2009,N,Y,Y,1993,1,10,N
Othello Hunter,Othello,Hunter,0,201629,1986-05-28,Ohio State,USA,Ohio State/USA,Desconocido,21.0,2,Desconocido,Desconocido,Inactive,0,Desconocido,Desconocido,Desconocido,2008,2016,Y,Y,Y,1988,Undrafted,Undrafted,N
RJ Hunter,RJ,Hunter,0,1626154,1993-10-24,Georgia State,USA,Georgia State/USA,"6,5",18.5,5,28,Guard,Inactive,1610612738,Celtics,BOS,Boston,2015,2018,Y,Y,Y,2015,1,28,N
Steven Hunter,Steven,Hunter,0,2212,1981-10-31,DePaul,USA,DePaul/USA,"7,0",24.0,9,45,Center,Inactive,1610612753,Magic,ORL,Orlando,2001,2009,N,Y,Y,2001,1,15,N
Vincent Hunter,Vincent,Hunter,0,1626205,1994-08-05,Texas-El Paso,USA,Texas-El Paso/USA,"6,8",20.8,1,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2017,2017,Y,Y,Y,1988,Undrafted,Undrafted,N
Bobby Hurley,Bobby,Hurley,0,310,1971-06-28,Duke,USA,Duke/USA,"6,0",16.5,5,12,Guard,Inactive,1610612758,Kings,SAC,Sacramento,1993,1997,N,Y,Y,1993,1,7,N
Roy Hurley,Roy,Hurley,0,77086,1922-08-12,Murray State,USA,Murray State/USA,"6,2",17.0,1,Desconocido,Forward,Inactive,1610610035,Huskies,HUS,Toronto,1946,1946,N,Y,Y,1988,Undrafted,Undrafted,N
Geoff Huston,Geoff,Huston,0,77087,1957-11-08,Texas Tech,USA,Texas Tech/USA,"6,2",17.5,8,15,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,1979,1986,N,Y,Y,1979,3,50,N
Mel Hutchins,Mel,Hutchins,0,77089,1928-11-22,Brigham Young,USA,Brigham Young/USA,"6,6",20.0,7,10,Forward,Inactive,1610612765,Pistons,FTW,Ft. Wayne Zollner,1951,1957,N,Y,Y,1951,1,2,N
Chandler Hutchison,Chandler,Hutchison,0,1628990,1996-04-26,Boise State,USA,Boise State/USA,"6,6",21.0,4,Desconocido,Forward-Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2018,2021,Y,Y,Y,2018,1,22,N
Joe Hutton,Joe,Hutton,0,77090,1928-10-06,Hamline,USA,Hamline/USA,"6,1",17.0,2,4-15,Guard,Inactive,1610612747,Lakers,MNL,Minneapolis,1950,1951,N,Y,Y,1950,7,Desconocido,N
Greg Hyder,Greg,Hyder,0,77091,1948-06-21,Eastern New Mexico,USA,Eastern New Mexico/USA,"6,6",21.5,1,16,Forward,Inactive,1610612758,Royals,CIN,Cincinnati,1970,1970,N,Y,Y,1970,3,39,N
Bones Hyland,Bones,Hyland,1,1630538,2000-09-14,Virginia Commonwealth,USA,Virginia Commonwealth/USA,"6,2",16.9,2,5,Guard,Active,1610612746,Clippers,LAC,LA,2021,2023,N,Y,Y,2021,1,26,N
Marc Iavaroni,Marc,Iavaroni,0,77092,1956-09-15,Virginia,USA,Virginia/USA,"6,10",21.0,7,43,Forward,Inactive,1610612762,Jazz,UTA,Utah,1982,1988,N,Y,Y,1978,3,55,N
Zydrunas Ilgauskas,Zydrunas,Ilgauskas,0,980,1975-06-05,Atletas Kaunas,Lithuania,Atletas Kaunas/Lithuania,"7,3",26.0,14,11,Center,Inactive,1610612739,Cavaliers,CLE,Cleveland,1997,2010,N,Y,Y,1996,1,20,N
Mile Ilic,Mile,Ilic,0,101148,1984-06-02,FMP,Serbia,FMP/Serbia,"7,1",25.5,2,9,Center,Inactive,1610612751,Nets,NJN,New Jersey,2006,2006,Y,Y,Y,2005,2,43,N
Ersan Ilyasova,Ersan,Ilyasova,0,101141,1987-05-15,FC Barcelona,Turkey,FC Barcelona/Turkey,"6,9",23.5,14,77,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,2006,2020,Y,Y,Y,2005,2,36,N
Darrall Imhoff,Darrall,Imhoff,0,77093,1938-10-11,California,USA,California/USA,"6,10",22.0,12,30-35,Center,Inactive,1610612747,Lakers,LAL,Los Angeles,1960,1971,N,Y,Y,1960,1,3,N
Tom Ingelsby,Tom,Ingelsby,0,77094,1951-02-12,Villanova,USA,Villanova/USA,"6,3",18.0,1,24,Guard,Inactive,1610612737,Hawks,ATL,Atlanta,1973,1973,N,Y,Y,1973,2,27,N
Joe Ingles,Joe,Ingles,1,204060,1987-10-02,Maccabi Tel Aviv,Australia,Maccabi Tel Aviv/Australia,"6,9",22.0,9,7,Forward-Guard,Active,1610612749,Bucks,MIL,Milwaukee,2014,2023,N,Y,Y,1988,Undrafted,Undrafted,N
Damien Inglis,Damien,Inglis,0,203996,1995-05-20,Chorale Roanne,France,Chorale Roanne/France,"6,8",24.6,2,17,Forward,Inactive,1610612749,Bucks,MIL,Milwaukee,2014,2015,Y,Y,Y,2014,2,31,N
Andre Ingram,Andre,Ingram,0,201281,1985-11-19,American University,USA,American/USA,"6,3",19.0,2,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2017,2018,Y,Y,Y,1988,Undrafted,Undrafted,N
Brandon Ingram,Brandon,Ingram,1,1627742,1997-09-02,Duke,USA,Duke/USA,"6,8",19.0,7,14,Forward,Active,1610612740,Pelicans,NOP,New Orleans,2016,2023,N,Y,Y,2016,1,2,N
Byron Irvin,Byron,Irvin,0,77096,1966-12-02,Missouri,USA,Missouri/USA,"6,5",19.0,3,32,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,1989,1992,N,Y,Y,1989,1,22,N
Kyrie Irving,Kyrie,Irving,1,202681,1992-03-23,Duke,Australia,Duke/Australia,"6,2",19.5,12,2,Guard,Active,1610612742,Mavericks,DAL,Dallas,2011,2023,N,Y,Y,2011,1,1,N
Jonathan Isaac,Jonathan,Isaac,1,1628371,1997-10-03,Florida State,USA,Florida State/USA,"6,10",23.0,4,1,Forward,Active,1610612753,Magic,ORL,Orlando,2017,2023,Y,Y,Y,2017,1,6,N
Mike Iuzzolino,Mike,Iuzzolino,0,77098,1968-01-22,St. Francis (PA),USA,St. Francis (PA)/USA,"5,10",17.5,2,13,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1991,1992,N,Y,Y,1991,2,35,N
Allen Iverson,Allen,Iverson,0,947,1975-06-07,Georgetown,USA,Georgetown/USA,"6,0",16.5,15,3,Guard,Inactive,1610612755,76ers,PHI,Philadelphia,1996,2009,N,Y,Y,1996,1,1,Y
Jaden Ivey,Jaden,Ivey,1,1631093,2002-02-13,Purdue,USA,Purdue/USA,"6,4",19.5,1,23,Guard,Active,1610612765,Pistons,DET,Detroit,2022,2023,N,Y,Y,2022,1,5,N
Royal Ivey,Royal,Ivey,0,2767,1981-12-20,Texas-Austin,USA,Texas-Austin/USA,"6,4",20.0,10,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2004,2013,N,Y,Y,2004,2,37,N
Wes Iwundu,Wes,Iwundu,0,1628411,1994-12-20,Kansas State,USA,Kansas State/USA,"6,6",19.5,6,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2017,2021,Y,Y,Y,2017,2,33,N
Jarrett Jack,Jarrett,Jack,0,101127,1983-10-28,Georgia Tech,USA,Georgia Tech/USA,"6,3",20.0,14,55,Guard,Inactive,1610612757,Trail Blazers,POR,Portland,2005,2017,Y,Y,Y,2005,1,22,N
Aaron Jackson,Aaron,Jackson,0,1628935,1986-05-06,Duquesne,USA,Duquesne/USA,"6,3",18.3,1,5,Guard,Inactive,1610612745,Rockets,HOU,Houston,2017,2017,N,Y,Y,1988,Undrafted,Undrafted,N
Al Jackson,Al,Jackson,0,77099,1943-07-29,Wilberforce,USA,Wilberforce/USA,"6,1",18.5,1,11,Guard,Inactive,1610612758,Royals,CIN,Cincinnati,1967,1967,N,Y,Y,1988,Undrafted,Undrafted,N
Bobby Jackson,Bobby,Jackson,0,1517,1973-03-13,Minnesota,USA,Minnesota/USA,"6,1",18.5,13,24,Guard,Inactive,1610612758,Kings,SAC,Sacramento,1997,2008,N,Y,Y,1997,1,23,N
Cedric Jackson,Cedric,Jackson,0,202132,1986-03-05,Cleveland State,USA,Cleveland State/USA,"6,3",19.0,2,9,Guard,Inactive,1610612739,Cavaliers,CLE,Cleveland,2009,2009,Y,Y,Y,1988,Undrafted,Undrafted,N
Darnell Jackson,Darnell,Jackson,0,201616,1985-11-07,Kansas,USA,Kansas/USA,"6,9",25.3,4,41,Forward,Inactive,1610612739,Cavaliers,CLE,Cleveland,2008,2010,Y,Y,Y,2008,2,52,N
Demetrius Jackson,Demetrius,Jackson,0,1627743,1994-09-07,Notre Dame,USA,Notre Dame/USA,"6,1",20.1,4,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2016,2018,Y,Y,Y,2016,2,45,N
Frank Jackson,Frank,Jackson,0,1628402,1998-05-04,Duke,USA,Duke/USA,"6,3",20.5,5,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2017,2022,Y,Y,Y,2017,2,31,N
Greg Jackson,Greg,Jackson,0,77101,1952-08-02,Guilford,USA,Guilford/USA,"6,0",18.0,1,24,Guard,Inactive,1610612756,Suns,PHX,Phoenix,1974,1974,N,Y,Y,1974,5,86,N
Isaiah Jackson,Isaiah,Jackson,1,1630543,2002-01-10,Kentucky,USA,Kentucky/USA,"6,9",20.5,2,22,Forward,Active,1610612754,Pacers,IND,Indiana,2021,2023,Y,Y,Y,2021,1,22,N
Jaren Jackson,Jaren,Jackson,0,1114,1967-10-27,Georgetown,USA,Georgetown/USA,"6,6",22.5,12,2,Guard,Inactive,1610612759,Spurs,SAS,San Antonio,1989,2001,N,Y,Y,1988,Undrafted,Undrafted,N
Jermaine Jackson,Jermaine,Jackson,0,1983,1976-06-07,Detroit,USA,Detroit/USA,"6,5",20.4,6,5,Guard,Inactive,1610612761,Raptors,TOR,Toronto,1999,2005,Y,Y,Y,1988,Undrafted,Undrafted,N
Jim Jackson,Jim,Jackson,0,754,1970-10-14,Ohio State,USA,Ohio State/USA,"6,6",22.0,14,24,Forward-Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1992,2005,N,Y,Y,1992,1,4,N
Josh Jackson,Josh,Jackson,1,1628367,1997-02-10,Kansas,USA,Kansas/USA,"6,8",20.7,6,55,Guard-Forward,Inactive,1610612758,Kings,SAC,Sacramento,2017,2021,Y,Y,Y,2017,1,4,N
Lucious Jackson,Lucious,Jackson,0,77103,1941-10-31,Texas-Pan American,USA,Texas-Pan American/USA,"6,9",24.0,8,Desconocido,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,1964,1971,N,Y,Y,1964,1,4,N
Luke Jackson,Luke,Jackson,0,2739,1981-11-06,Oregon,USA,Oregon/USA,"6,7",21.5,5,Desconocido,Forward-Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2004,2007,Y,Y,Y,2004,1,10,N
Marc Jackson,Marc,Jackson,0,1531,1975-01-16,Temple,USA,Temple/USA,"6,10",25.3,8,44,Forward,Inactive,1610612755,76ers,PHI,Philadelphia,2000,2006,N,Y,Y,1997,2,37,N
Mark Jackson,Mark,Jackson,0,349,1965-04-01,St. John's (NY),USA,St. John's (NY)/USA,"6,3",19.5,18,31,Guard,Inactive,1610612752,Knicks,NYK,New York,1987,2003,N,Y,Y,1987,1,18,N
Myron Jackson,Myron,Jackson,0,77105,1964-05-06,Arkansas-Little Rock,USA,Arkansas-Little Rock/USA,"6,3",18.5,1,6,Guard,Inactive,1610612742,Mavericks,DAL,Dallas,1986,1986,N,Y,Y,1986,4,85,N
Phil Jackson,Phil,Jackson,0,77106,1945-09-17,North Dakota,USA,North Dakota/USA,"6,8",22.0,12,17,Forward,Inactive,1610612752,Knicks,NYK,New York,1967,1979,N,Y,Y,1967,2,17,N
Pierre Jackson,Pierre,Jackson,0,203510,1991-08-29,Baylor,USA,Baylor/USA,"5,10",18.0,1,Desconocido,Guard,Inactive,0,Desconocido,Desconocido,Desconocido,2016,2016,Y,Y,Y,2013,2,42,N
Ralph Jackson,Ralph,Jackson,0,77107,1962-10-26,UCLA,USA,UCLA/USA,"6,2",19.0,1,2,Guard,Inactive,1610612754,Pacers,IND,Indiana,1984,1984,N,Y,Y,1984,4,71,N
Randell Jackson,Randell,Jackson,0,1872,1976-01-06,Florida State,USA,Florida State/USA,"6,11",21.5,1,Desconocido,Forward,Inactive,0,Desconocido,Desconocido,Desconocido,1998,1999,N,Y,Y,1999,Desconocido,Desconocido,N
Reggie Jackson,Reggie,Jackson,1,202704,1990-04-16,Boston College,USA,Boston College/USA,"6,2",20.8,12,7,Guard,Active,1610612743,Nuggets,DEN,Denver,2011,2023,Y,Y,Y,2011,1,24,N
Stephen Jackson,Stephen,Jackson,0,1536,1978-04-05,Butler C.C. (KS),USA,Butler C.C. (KS)/USA,"6,8",22.0,14,Desconocido,Guard-Forward,Inactive,0,Desconocido,Desconocido,Desconocido,2000,2013,N,Y,Y,1997,2,42,N
Tony Jackson,Tony,Jackson,0,77100,1958-01-17,Florida State,USA,Florida State/USA,"6,0",17.0,1,23,Guard,Inactive,1610612747,Lakers,LAL,Los Angeles,1980,1980,N,Y,Y,1980,4,87,N
Tracy Jackson,Tracy,Jackson,0,77110,1959-04-21,Notre Dame,USA,Notre Dame/USA,"6,6",20.5,3,7,Guard,Inactive,1610612741,Bulls,CHI,Chicago,1981,1983,N,Y,Y,1981,2,25,N
Wardell Jackson,Wardell,Jackson,0,77111,1951-07-18,Ohio State,USA,Ohio State/USA,"6,7",20.0,1,30,Forward,Inactive,1610612760,SuperSonics,SEA,Seattle,1974,1974,N,Y,Y,1974,6,98,N
